"","gene 1","gene 2","gene 3","gene 4","gene 5","gene 6","gene 7","gene 8","gene 9","gene 10","gene 11","gene 12","gene 13","gene 14","gene 15","gene 16","gene 17","gene 18","gene 19","gene 20"
"spot 904",8,0,0,16,0,7,0,0,0,0,3,0,0,12,0,3,0,9,0,10
"spot 905",5,15,3,0,5,0,0,21,0,21,0,6,0,5,0,6,5,0,0,0
"spot 906",4,0,0,0,4,10,9,13,4,0,0,13,0,11,1,0,1,3,7,0
"spot 907",0,0,0,8,3,0,15,15,7,10,0,0,6,0,0,0,0,0,0,0
"spot 908",0,12,8,13,0,0,0,0,10,8,0,23,7,5,8,0,5,13,17,2
"spot 909",18,22,0,0,7,9,9,0,18,0,2,0,8,0,0,4,3,0,0,7
"spot 910",17,12,0,0,16,11,0,17,4,0,0,0,0,12,0,2,0,0,0,0
"spot 911",0,0,8,0,0,13,10,18,0,10,0,13,0,0,5,4,0,0,4,0
"spot 912",0,0,7,0,16,0,14,18,9,19,0,0,6,4,8,3,0,5,0,7
"spot 913",19,18,0,28,5,0,13,0,0,19,2,16,0,0,0,0,0,3,0,4
"spot 914",17,0,0,0,13,0,18,19,0,15,0,6,1,8,0,3,0,0,3,6
"spot 915",12,0,0,13,11,0,0,0,17,0,2,0,15,12,2,10,8,5,7,0
"spot 916",9,19,17,25,1,10,0,22,0,0,7,13,0,0,0,0,8,9,3,6
"spot 917",12,0,12,38,0,0,23,25,0,14,0,8,0,0,0,0,4,2,0,5
"spot 918",21,0,0,40,0,0,13,28,0,21,5,14,0,7,0,2,0,1,0,17
"spot 919",0,40,24,45,6,30,0,0,24,20,0,0,0,9,8,3,9,0,10,0
"spot 920",0,0,14,0,19,31,28,0,28,16,0,19,10,6,6,1,0,0,0,0
"spot 921",22,11,0,25,0,0,7,21,13,0,0,0,0,0,9,0,5,7,7,5
"spot 922",0,34,12,0,19,14,13,0,16,0,0,12,0,0,0,4,4,3,0,0
"spot 923",0,33,11,27,9,0,18,22,12,7,4,4,6,3,3,3,0,4,0,0
"spot 924",0,0,24,0,14,0,46,30,25,27,0,0,8,9,10,0,0,8,0,9
"spot 925",34,0,0,0,0,13,20,0,0,0,0,0,2,5,0,0,0,0,0,0
"spot 926",27,43,11,0,0,15,0,24,0,0,0,9,0,0,2,0,3,0,4,0
"spot 927",0,28,0,0,0,43,0,34,25,18,0,4,3,8,4,6,0,0,0,9
"spot 928",0,0,30,0,39,39,0,68,29,0,0,0,9,0,7,8,9,2,0,0
"spot 929",0,0,0,0,6,4,4,0,2,0,6,6,0,14,0,0,0,3,0,0
"spot 930",5,0,0,17,2,0,8,0,2,0,4,8,0,1,4,8,11,6,0,0
"spot 931",9,0,0,0,5,3,0,13,4,8,0,15,0,2,8,4,0,9,3,7
"spot 932",22,10,4,0,10,0,0,0,0,0,0,0,7,0,0,0,4,9,6,0
"spot 933",7,0,0,10,0,7,0,10,0,0,0,0,0,5,0,5,0,6,0,0
"spot 934",14,8,2,14,0,10,0,10,6,5,0,14,0,14,0,2,0,0,5,0
"spot 935",9,11,0,0,4,0,7,5,0,0,8,0,12,0,0,0,0,2,13,0
"spot 936",9,4,7,20,0,0,0,6,5,10,0,6,0,5,8,0,0,0,8,6
"spot 937",11,15,0,5,0,0,0,12,7,3,6,8,2,8,0,0,4,6,4,0
"spot 938",13,13,1,17,10,6,0,21,9,0,4,10,4,7,0,1,6,2,0,0
"spot 939",13,0,8,29,0,9,0,12,0,8,0,17,0,9,5,0,5,4,8,0
"spot 940",9,0,0,0,8,0,0,12,11,12,0,13,7,9,0,0,7,0,7,6
"spot 941",10,0,17,0,5,0,0,0,0,0,4,10,0,5,13,6,0,1,0,6
"spot 942",15,21,0,43,17,0,0,26,6,0,0,0,7,0,0,0,0,7,0,0
"spot 943",0,0,14,14,14,13,0,19,0,17,0,0,0,14,0,4,0,0,4,13
"spot 944",16,8,9,20,0,0,11,21,8,13,4,0,0,0,7,0,4,6,7,0
"spot 945",8,0,0,0,0,13,0,28,21,17,0,0,5,0,0,10,0,0,11,10
"spot 946",29,21,30,17,0,21,0,0,24,0,8,0,0,8,15,0,14,0,17,0
"spot 947",17,0,11,42,0,0,15,19,16,11,5,24,0,7,0,8,0,0,5,7
"spot 948",0,20,14,34,12,13,0,10,0,17,6,0,7,7,0,3,7,10,5,0
"spot 949",0,39,0,0,13,0,0,20,0,24,8,0,12,3,10,0,0,0,3,11
"spot 950",0,18,7,21,0,0,0,31,8,24,0,0,0,8,0,0,6,0,0,8
"spot 951",0,0,0,0,0,16,12,0,0,23,3,0,0,0,0,0,8,0,0,3
"spot 952",27,0,18,31,0,20,0,0,0,0,4,16,10,9,15,6,7,10,0,5
"spot 953",25,0,0,0,0,20,0,19,22,32,0,0,0,10,0,0,0,0,8,4
"spot 954",0,29,18,63,22,35,19,0,0,28,7,0,4,11,2,4,0,0,3,5
"spot 955",0,0,0,0,0,0,28,0,0,0,0,19,9,4,0,0,0,0,3,7
"spot 956",0,0,26,0,13,69,37,0,25,32,2,22,10,12,8,0,0,3,0,7
"spot 957",25,42,0,0,0,20,35,41,0,0,0,0,3,8,0,3,0,0,0,13
"spot 958",0,26,15,0,16,0,36,0,43,0,0,13,8,9,0,5,0,3,8,0
"spot 959",0,0,0,33,0,26,0,0,0,0,7,12,0,11,10,1,0,0,0,0
"spot 960",0,44,0,80,13,0,29,0,16,24,0,0,10,9,6,0,6,4,0,8
"spot 961",0,10,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,0,7,11
"spot 962",0,0,6,8,8,0,7,15,0,7,0,0,0,7,0,4,0,5,0,0
"spot 963",0,13,0,15,9,14,0,13,5,6,6,0,6,8,0,0,0,0,0,0
"spot 964",8,3,0,8,1,6,0,10,9,0,5,0,6,6,2,3,9,7,5,5
"spot 965",0,3,0,0,2,0,0,10,4,10,4,18,1,0,7,0,6,5,6,8
"spot 966",6,0,5,17,0,8,4,21,2,0,5,0,0,0,0,0,6,0,5,6
"spot 967",6,9,0,0,0,0,8,0,5,0,0,0,0,0,13,0,6,0,9,5
"spot 968",9,0,7,18,9,0,10,7,0,0,8,0,0,1,0,2,0,0,0,2
"spot 969",4,11,8,0,7,0,0,0,13,0,4,7,2,5,0,0,6,18,0,4
"spot 970",0,8,0,0,9,6,0,8,0,0,0,0,7,4,0,0,0,0,0,8
"spot 971",14,0,3,0,0,8,11,12,0,0,0,13,0,5,7,0,0,0,5,3
"spot 972",0,0,9,0,5,0,15,0,0,0,4,0,6,0,5,0,11,0,8,0
"spot 973",0,10,0,0,0,12,19,17,0,0,0,0,2,3,7,4,0,5,0,0
"spot 974",0,0,0,21,9,9,0,17,0,16,0,16,14,0,7,0,0,0,6,0
"spot 975",0,14,9,0,0,0,0,14,0,0,0,10,8,1,0,0,13,6,8,0
"spot 976",0,14,0,0,10,0,0,9,13,0,6,0,0,0,3,2,0,0,0,0
"spot 977",0,0,8,22,0,8,13,0,2,0,4,0,0,0,7,1,0,0,0,9
"spot 978",0,22,12,25,11,0,13,12,0,10,3,11,0,2,0,0,0,0,0,10
"spot 979",21,0,0,0,24,0,0,0,18,24,0,0,9,4,10,5,0,0,6,0
"spot 980",33,27,0,16,18,22,14,0,0,13,0,9,4,0,0,0,17,9,0,0
"spot 981",0,0,0,56,16,24,0,16,0,24,3,0,8,5,3,0,4,11,0,0
"spot 982",15,20,0,0,0,0,0,0,16,10,0,10,0,9,0,7,5,8,7,0
"spot 983",31,0,0,0,21,13,34,41,0,16,0,16,5,10,0,4,10,7,23,15
"spot 984",16,36,12,0,0,0,0,0,0,17,7,11,4,9,0,0,5,0,7,0
"spot 985",0,36,15,40,37,0,0,41,27,0,0,22,0,6,9,5,0,0,0,7
"spot 986",0,29,15,40,12,28,0,0,0,33,0,0,0,0,4,0,8,3,0,0
"spot 987",19,0,0,0,19,22,22,31,15,28,2,0,0,8,0,0,0,0,0,11
"spot 988",42,46,0,0,26,38,29,0,0,26,4,11,3,0,0,4,3,0,13,0
"spot 989",44,0,21,0,40,30,35,64,26,42,6,0,0,10,0,0,14,6,15,4
"spot 990",62,43,0,0,21,0,0,0,23,0,8,11,6,11,9,6,13,0,11,15
"spot 991",0,0,27,0,0,0,42,0,34,0,5,0,0,0,4,0,6,7,0,0
"spot 992",35,29,22,0,0,34,0,58,0,21,0,0,5,0,0,0,0,0,0,0
"spot 993",9,7,0,10,0,8,3,8,4,5,0,0,10,17,6,0,6,4,4,0
"spot 994",0,0,0,17,6,0,0,10,0,6,5,9,13,7,0,2,0,0,0,0
"spot 995",6,16,0,15,10,0,0,10,0,5,2,23,2,0,0,2,0,0,0,11
"spot 996",0,7,0,10,0,8,0,10,10,0,3,0,0,0,0,0,4,3,10,5
"spot 997",0,0,4,13,0,0,0,9,0,0,8,0,5,6,0,0,0,6,0,0
"spot 998",0,0,0,0,5,0,9,9,4,6,7,0,0,0,0,0,3,0,14,2
"spot 999",0,0,8,9,0,10,15,12,8,0,0,0,0,0,0,0,0,7,0,0
"spot 1000",0,0,0,18,12,0,7,0,0,7,0,0,0,12,5,4,8,10,0,4
"spot 1001",0,7,8,9,5,7,0,0,11,0,3,16,5,0,3,0,6,0,6,6
"spot 1002",14,16,0,0,7,0,0,18,18,18,0,0,0,12,11,0,9,0,7,2
"spot 1003",0,0,0,0,10,0,11,0,0,11,1,11,9,2,0,6,3,0,5,0
"spot 1004",17,14,0,0,0,0,17,9,6,11,0,0,0,0,0,1,0,0,11,0
"spot 1005",8,16,2,13,0,13,15,0,0,0,0,5,0,0,4,2,0,5,0,0
"spot 1006",16,22,0,28,0,10,13,0,0,20,8,9,5,6,0,4,4,4,4,1
"spot 1007",17,0,0,18,7,0,0,0,11,0,0,0,1,0,0,0,0,1,0,5
"spot 1008",15,0,0,0,0,11,0,32,6,13,0,12,9,5,0,0,2,4,4,0
"spot 1009",0,0,0,26,0,18,0,37,0,0,0,0,4,0,8,7,8,6,0,4
"spot 1010",19,0,0,42,23,0,0,0,0,0,0,19,0,0,0,3,13,0,9,4
"spot 1011",0,30,0,36,13,27,0,0,0,0,4,11,0,0,4,0,10,0,0,0
"spot 1012",33,0,6,0,0,22,17,21,7,0,3,3,9,0,7,0,0,3,0,0
"spot 1013",36,23,0,0,0,0,0,31,0,0,0,0,5,3,15,0,5,5,0,10
"spot 1014",0,12,0,30,5,0,0,0,22,23,1,0,0,0,0,0,2,0,0,0
"spot 1015",0,0,24,46,15,0,32,47,26,0,4,0,0,1,0,0,0,4,2,0
"spot 1016",41,23,0,85,0,22,17,0,0,27,0,10,0,7,0,5,0,6,3,0
"spot 1017",0,49,10,20,0,37,0,46,0,0,6,0,0,5,0,10,0,0,16,0
"spot 1018",0,0,0,78,0,54,23,0,19,0,5,0,0,9,0,0,0,0,0,6
"spot 1019",0,0,0,50,0,37,29,0,17,11,1,7,10,0,3,5,0,0,4,0
"spot 1020",17,0,0,26,0,18,0,0,12,11,0,0,0,0,3,0,0,2,0,0
"spot 1021",32,0,31,0,0,0,0,59,18,0,0,0,11,0,0,6,5,8,11,10
"spot 1022",0,0,19,34,21,30,33,0,0,0,4,0,8,6,5,0,4,0,0,3
"spot 1023",41,0,23,0,0,0,0,0,0,0,5,0,8,7,1,2,12,3,0,0
"spot 1024",0,0,0,0,35,31,0,0,0,0,0,6,2,1,0,3,5,5,0,0
