"","gene 1","gene 2","gene 3","gene 4","gene 5","gene 6","gene 7","gene 8","gene 9","gene 10","gene 11","gene 12","gene 13","gene 14","gene 15","gene 16","gene 17","gene 18","gene 19","gene 20"
"spot 904",0,3,0,5,6,12,0,0,0,0,0,5,1,6,1,6,0,0,0,0
"spot 905",6,6,0,0,8,0,7,0,3,2,6,0,6,8,0,0,7,0,6,0
"spot 906",3,11,0,0,7,11,0,6,0,0,11,0,0,0,0,0,0,0,8,4
"spot 907",13,7,14,4,0,0,0,0,0,3,8,4,0,0,4,0,8,1,0,5
"spot 908",5,0,0,12,0,0,0,0,4,0,0,0,9,2,4,0,3,2,3,2
"spot 909",7,0,14,8,14,0,0,6,0,4,11,6,4,0,0,4,0,0,0,0
"spot 910",6,0,32,16,0,22,11,3,0,0,6,2,0,2,3,14,3,0,5,6
"spot 911",0,0,13,7,8,0,0,0,12,0,9,0,5,3,0,0,0,0,0,4
"spot 912",0,13,27,0,0,19,22,5,9,16,12,0,4,0,0,15,0,0,0,0
"spot 913",5,12,0,0,0,0,16,4,0,10,0,0,0,6,0,5,1,3,0,0
"spot 914",6,5,0,18,21,0,0,2,10,8,0,0,0,5,4,10,0,2,0,1
"spot 915",8,0,0,0,0,0,23,4,0,0,0,2,3,0,1,9,3,0,0,4
"spot 916",23,29,30,0,0,0,20,0,23,24,0,12,3,0,2,0,3,3,8,6
"spot 917",10,0,31,0,0,0,0,9,0,7,0,0,2,6,0,0,0,0,2,0
"spot 918",0,23,0,0,21,0,0,13,12,0,0,3,0,4,3,0,3,1,5,0
"spot 919",24,0,0,0,0,0,18,0,0,14,0,0,0,2,0,6,1,0,0,1
"spot 920",0,0,47,0,0,43,21,0,0,11,8,3,0,1,0,0,0,0,4,2
"spot 921",0,24,0,0,13,57,0,15,0,0,0,5,5,4,1,0,0,0,0,0
"spot 922",14,31,81,18,0,43,27,17,22,11,0,8,0,0,0,0,6,0,7,4
"spot 923",0,0,38,23,24,0,22,21,13,0,11,3,2,5,0,15,8,0,0,0
"spot 924",22,0,76,0,9,0,0,0,0,0,0,0,2,0,2,0,2,0,0,3
"spot 925",23,0,0,0,0,113,0,0,0,0,0,6,0,4,0,0,8,0,6,1
"spot 926",20,0,0,32,36,0,0,0,27,0,5,3,0,0,2,12,6,0,2,2
"spot 927",0,0,95,47,43,0,0,15,24,0,1,0,1,4,3,7,3,0,0,0
"spot 928",11,35,0,0,28,0,0,0,0,0,0,1,5,3,0,8,3,0,0,2
"spot 929",1,0,5,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"spot 930",0,0,0,4,0,7,6,1,2,0,6,0,0,2,2,6,0,2,5,4
"spot 931",3,6,0,5,0,0,0,1,2,2,7,0,7,0,1,11,9,0,0,4
"spot 932",0,8,0,4,0,0,8,0,0,5,7,0,0,0,0,0,0,1,0,0
"spot 933",0,3,10,0,0,7,7,4,0,0,2,5,0,0,0,0,0,6,9,9
"spot 934",4,6,0,3,6,9,8,3,0,0,8,9,6,0,0,0,0,0,0,4
"spot 935",11,0,0,6,15,0,12,3,0,4,9,4,6,0,0,0,5,1,0,0
"spot 936",0,1,0,4,9,0,0,0,3,0,9,7,0,8,4,0,0,0,4,0
"spot 937",0,6,0,6,0,16,0,2,6,0,7,5,0,4,0,0,0,1,5,4
"spot 938",4,10,24,13,0,0,0,0,0,0,0,0,0,0,5,7,7,2,0,7
"spot 939",4,13,10,5,12,11,0,4,1,0,0,0,0,5,0,20,0,0,7,0
"spot 940",0,0,20,11,6,28,0,0,3,5,0,0,0,2,4,11,0,0,0,0
"spot 941",14,0,0,0,4,0,10,0,0,0,10,5,3,0,5,10,0,0,6,0
"spot 942",8,0,25,12,14,43,8,8,0,6,0,5,3,0,9,9,0,3,0,6
"spot 943",0,9,17,15,9,0,16,7,9,12,0,7,4,0,0,4,0,0,0,3
"spot 944",0,0,21,11,7,34,10,0,0,0,0,0,0,0,5,0,0,0,3,4
"spot 945",0,11,0,0,0,20,24,0,0,0,0,0,0,1,4,0,5,0,5,4
"spot 946",9,0,12,7,0,23,0,8,0,0,0,5,0,0,0,3,0,1,4,3
"spot 947",7,13,0,0,20,12,0,0,0,0,0,0,0,9,0,6,0,1,0,4
"spot 948",5,0,47,16,27,53,0,0,0,15,8,0,0,0,0,0,0,0,1,0
"spot 949",9,0,0,0,7,0,23,9,0,17,10,0,5,2,4,7,1,0,0,4
"spot 950",0,9,0,17,9,26,16,7,12,0,4,5,2,0,1,0,5,1,3,0
"spot 951",16,19,0,22,42,35,15,6,8,0,8,0,4,0,0,0,0,0,0,0
"spot 952",19,13,0,25,18,42,0,0,0,0,0,0,0,0,0,0,7,2,6,5
"spot 953",21,19,0,0,0,0,24,13,21,0,0,6,0,1,0,10,0,0,0,0
"spot 954",19,14,0,22,29,0,43,14,0,0,0,0,2,5,0,12,10,4,8,0
"spot 955",33,14,66,18,32,59,0,15,0,0,7,0,0,4,1,12,0,0,8,0
"spot 956",0,0,0,0,22,37,51,0,0,0,0,0,0,2,0,0,0,0,0,0
"spot 957",0,35,0,31,28,0,38,0,0,8,5,3,0,3,0,0,0,2,3,0
"spot 958",30,13,0,33,45,45,0,0,0,0,0,4,0,0,0,10,0,2,0,0
"spot 959",0,0,0,0,52,114,67,19,0,0,11,0,0,0,1,7,6,1,0,3
"spot 960",0,27,76,0,38,89,0,19,21,0,5,2,1,0,0,8,5,0,0,1
"spot 961",5,0,0,0,0,0,0,4,7,1,0,3,0,0,0,8,0,0,0,2
"spot 962",0,0,0,3,4,0,3,5,0,2,0,5,10,0,4,0,3,0,0,2
"spot 963",2,0,0,0,8,0,3,0,1,1,8,3,0,0,0,11,7,0,15,3
"spot 964",0,3,0,4,0,0,0,4,0,0,0,0,0,2,0,19,9,0,0,4
"spot 965",0,0,0,0,8,11,3,0,3,7,4,0,5,0,0,13,0,0,0,0
"spot 966",6,4,8,0,0,8,0,7,4,0,0,0,0,2,0,0,0,0,4,0
"spot 967",0,0,16,0,12,9,6,0,1,4,13,0,2,0,0,0,0,0,0,1
"spot 968",0,2,8,0,13,19,0,0,8,4,0,5,0,0,7,11,0,1,0,2
"spot 969",8,0,17,8,0,21,0,0,0,0,0,5,4,5,4,0,0,0,0,3
"spot 970",0,7,0,0,7,0,16,0,4,4,0,9,12,3,0,15,0,2,0,0
"spot 971",1,0,0,0,12,32,10,4,0,0,0,7,5,4,2,7,0,2,9,0
"spot 972",3,8,0,10,3,34,15,2,3,0,0,0,0,5,1,10,5,0,6,0
"spot 973",5,0,14,0,14,27,11,0,0,0,0,0,6,0,0,0,0,1,0,9
"spot 974",0,0,0,0,0,0,0,0,8,0,8,8,8,4,2,0,9,0,13,0
"spot 975",1,0,0,9,6,28,15,0,14,12,0,0,6,5,0,11,0,1,0,2
"spot 976",0,10,0,13,0,0,0,5,9,11,0,0,0,2,0,10,0,0,0,4
"spot 977",0,11,0,0,0,0,0,0,0,0,5,0,0,0,3,8,4,0,0,0
"spot 978",0,6,0,16,27,0,0,8,0,12,8,6,0,0,0,4,7,0,0,1
"spot 979",0,18,37,0,12,40,19,3,0,0,5,0,9,0,1,6,8,0,0,3
"spot 980",8,7,0,21,16,0,31,14,19,0,0,0,6,0,7,15,13,0,9,0
"spot 981",19,0,51,20,23,0,31,0,0,0,0,3,0,0,5,0,4,1,0,3
"spot 982",0,11,34,0,0,38,0,0,15,3,0,0,0,0,2,5,0,0,0,3
"spot 983",0,19,30,31,21,52,35,0,0,0,3,8,0,1,0,16,0,2,4,7
"spot 984",0,16,0,0,31,53,39,0,0,25,0,0,0,2,1,0,3,0,1,0
"spot 985",23,16,72,0,0,0,0,12,20,34,6,2,5,0,0,15,0,2,0,7
"spot 986",23,32,0,59,0,0,51,27,0,20,0,0,0,3,4,0,0,0,0,0
"spot 987",29,27,83,29,36,0,0,26,14,16,11,0,2,0,0,0,5,2,6,4
"spot 988",0,23,53,0,0,0,0,0,0,0,4,8,3,0,0,0,4,0,0,0
"spot 989",0,0,0,0,36,0,24,13,0,11,11,2,0,5,4,0,0,0,1,0
"spot 990",39,0,0,0,0,0,30,10,25,0,0,2,0,0,4,7,5,0,0,0
"spot 991",0,0,79,30,0,0,0,7,33,37,0,0,0,2,2,16,5,0,5,0
"spot 992",43,39,118,0,0,115,39,11,19,0,0,0,6,1,0,6,2,0,0,4
"spot 993",6,5,8,0,0,11,6,0,0,0,1,0,5,0,1,0,7,1,0,2
"spot 994",10,4,0,3,0,0,0,0,2,0,0,6,0,0,0,9,5,0,13,5
"spot 995",0,6,11,6,0,18,5,0,0,0,0,0,0,5,0,0,0,0,2,0
"spot 996",7,0,19,0,2,10,0,0,5,3,5,3,6,0,0,0,15,4,0,0
"spot 997",3,0,15,0,0,25,6,2,1,8,5,0,0,0,0,0,7,0,0,5
"spot 998",2,3,0,2,0,24,0,4,0,2,4,4,0,1,1,0,5,0,5,1
"spot 999",0,6,0,9,6,9,0,0,0,2,8,0,0,0,2,0,6,2,5,1
"spot 1000",0,0,20,7,12,0,7,4,8,7,0,8,11,0,0,8,0,0,8,0
"spot 1001",6,0,24,0,15,21,0,0,0,0,0,0,3,0,6,9,0,0,0,0
"spot 1002",1,0,0,14,6,36,10,0,4,0,0,4,0,0,0,0,3,0,0,0
"spot 1003",0,0,32,0,9,0,0,0,5,9,6,0,0,0,6,0,8,1,9,6
"spot 1004",10,0,10,0,11,0,17,10,9,7,10,3,3,0,0,10,3,1,0,0
"spot 1005",14,8,47,0,0,29,0,11,12,0,8,0,0,0,0,13,6,1,4,4
"spot 1006",9,20,0,6,0,0,12,11,0,0,8,0,3,4,0,14,0,0,5,0
"spot 1007",0,0,0,0,15,39,0,0,7,6,0,3,0,0,0,7,5,0,5,3
"spot 1008",0,0,31,0,10,0,13,0,0,0,0,0,0,0,0,11,0,1,0,2
"spot 1009",3,0,25,0,18,23,16,5,0,0,9,8,2,0,0,0,8,1,5,0
"spot 1010",0,7,18,9,8,21,22,0,0,0,0,0,2,0,0,7,7,0,5,1
"spot 1011",0,0,0,17,19,0,42,0,8,8,0,0,9,0,4,5,0,0,0,0
"spot 1012",12,16,34,0,32,0,0,4,0,0,0,0,0,3,0,0,3,0,0,5
"spot 1013",0,23,49,0,19,0,16,12,12,0,3,0,0,5,0,0,0,0,0,0
"spot 1014",0,20,60,20,0,25,0,0,11,0,5,0,0,2,3,6,7,1,0,0
"spot 1015",8,27,0,0,0,0,0,6,11,0,8,0,0,3,0,0,0,1,7,0
"spot 1016",44,33,57,0,21,0,46,12,22,0,0,0,0,0,0,0,2,0,9,0
"spot 1017",21,0,0,0,34,70,38,0,21,0,7,0,0,5,0,0,0,0,0,0
"spot 1018",0,32,0,0,43,34,40,0,0,35,0,5,6,2,2,0,5,2,0,1
"spot 1019",34,0,0,0,36,0,0,0,18,18,0,0,4,0,2,0,6,0,5,5
"spot 1020",0,0,79,34,27,0,40,26,23,12,3,6,0,0,0,0,4,0,8,0
"spot 1021",0,50,102,41,0,0,0,0,0,0,2,0,0,0,0,0,0,1,8,0
"spot 1022",0,0,89,26,0,160,0,0,29,41,0,0,4,4,0,8,3,0,5,1
"spot 1023",0,34,102,77,0,0,0,0,0,86,0,6,1,8,0,4,0,0,0,1
"spot 1024",31,82,0,0,0,0,0,0,34,0,12,0,0,0,0,5,0,0,0,0
