"","gene 1","gene 2","gene 3","gene 4","gene 5","gene 6","gene 7","gene 8","gene 9","gene 10","gene 11","gene 12","gene 13","gene 14","gene 15","gene 16","gene 17","gene 18","gene 19","gene 20"
"spot 904",9,1,12,0,0,0,6,0,7,0,6,0,3,5,4,5,11,0,6,12
"spot 905",0,5,15,14,0,1,9,0,8,0,6,9,0,0,0,7,9,21,7,0
"spot 906",7,5,0,0,8,0,0,0,4,12,0,3,0,11,0,4,8,0,0,0
"spot 907",0,6,27,0,8,0,0,6,4,5,0,0,8,0,0,16,6,0,0,0
"spot 908",10,7,0,0,0,0,8,0,0,0,0,0,6,0,4,4,22,11,5,14
"spot 909",0,9,33,11,0,0,0,19,0,0,6,8,0,8,0,0,0,6,0,20
"spot 910",10,0,0,0,0,0,0,17,8,23,0,0,7,13,6,0,21,0,0,20
"spot 911",6,2,0,13,0,4,7,7,0,0,2,5,4,0,0,6,8,0,2,5
"spot 912",11,4,12,0,11,2,6,0,15,25,4,8,2,6,0,4,7,0,5,0
"spot 913",0,8,0,0,0,0,0,0,15,17,0,9,0,5,3,0,0,0,6,12
"spot 914",32,0,0,10,0,0,22,0,0,17,3,2,0,6,6,9,0,14,3,12
"spot 915",12,10,0,0,0,0,9,8,0,13,2,6,6,8,0,6,6,9,2,0
"spot 916",10,0,0,11,0,2,0,8,0,0,2,0,0,0,1,9,7,0,0,7
"spot 917",13,11,0,0,0,0,6,7,3,7,0,0,0,0,0,0,15,5,3,10
"spot 918",10,0,0,0,0,0,0,0,11,14,0,4,0,0,0,0,0,0,1,0
"spot 919",0,13,47,9,16,6,7,15,12,0,6,0,7,0,0,0,9,0,0,8
"spot 920",10,7,22,5,12,1,0,3,8,7,0,0,0,0,0,10,0,0,0,4
"spot 921",27,0,18,0,22,2,0,11,11,0,0,0,0,0,0,7,0,0,0,0
"spot 922",38,0,0,22,0,8,0,0,17,27,0,0,0,0,9,0,16,10,1,16
"spot 923",24,10,0,21,16,0,0,0,0,0,0,0,4,0,4,4,7,5,0,11
"spot 924",49,0,64,0,27,6,0,0,0,18,0,0,4,0,0,0,12,0,1,0
"spot 925",0,0,0,0,0,11,0,25,26,17,0,0,0,0,0,0,11,7,0,0
"spot 926",0,4,0,0,17,2,0,16,0,10,2,0,1,0,0,4,4,0,1,0
"spot 927",34,0,91,0,25,0,0,24,0,17,2,8,0,0,0,4,8,8,4,16
"spot 928",0,23,0,21,0,5,0,0,0,43,0,0,5,0,0,13,0,5,5,0
"spot 929",10,1,16,1,0,0,2,6,2,0,4,4,0,0,3,0,7,0,0,0
"spot 930",7,0,3,5,0,0,6,0,2,0,0,0,3,3,0,0,13,0,1,0
"spot 931",0,5,0,8,0,0,0,0,6,0,0,7,2,8,3,0,20,13,0,0
"spot 932",6,4,0,5,7,2,6,4,4,0,14,6,0,0,0,0,0,18,0,13
"spot 933",11,0,0,13,0,3,1,11,5,12,0,8,0,13,0,12,22,0,0,0
"spot 934",0,2,12,0,8,1,2,0,1,4,4,0,0,13,8,11,0,0,1,0
"spot 935",0,6,0,3,8,0,3,0,0,0,3,4,11,0,0,10,0,12,2,0
"spot 936",17,4,13,5,9,1,4,12,5,9,0,0,7,1,2,9,11,0,2,0
"spot 937",10,2,16,0,0,0,0,0,0,6,5,0,0,0,2,14,0,13,2,0
"spot 938",8,0,17,3,6,2,0,4,0,0,0,3,0,8,0,1,9,10,0,9
"spot 939",0,14,22,0,0,0,14,7,0,9,0,0,0,0,0,0,16,14,0,12
"spot 940",8,0,19,0,10,0,0,0,5,7,0,0,7,6,2,5,9,10,3,0
"spot 941",8,9,0,16,16,0,0,0,5,13,0,0,0,12,0,0,17,9,0,7
"spot 942",16,8,0,12,19,0,0,0,0,18,0,0,0,8,0,17,0,0,2,6
"spot 943",0,12,0,0,21,8,5,0,12,16,0,9,12,0,6,0,0,18,9,0
"spot 944",0,0,37,10,0,0,0,8,0,19,0,0,2,0,0,13,0,5,0,0
"spot 945",15,3,0,5,14,0,3,0,0,10,2,3,4,0,0,0,0,0,3,0
"spot 946",0,5,0,4,0,0,1,1,0,0,0,6,0,0,4,0,0,8,0,2
"spot 947",8,0,0,16,18,0,0,0,8,14,3,0,6,0,1,2,0,0,0,0
"spot 948",0,2,6,0,6,0,0,6,0,0,0,0,0,0,3,0,0,4,1,3
"spot 949",0,0,36,15,8,5,0,13,16,0,0,0,0,0,5,5,11,0,0,0
"spot 950",0,8,0,0,0,0,0,0,0,0,6,2,3,9,2,0,0,0,0,0
"spot 951",19,0,0,7,19,2,3,0,0,8,0,0,3,12,0,6,18,0,2,9
"spot 952",0,15,0,0,11,0,9,27,0,29,0,8,0,8,0,10,13,0,5,0
"spot 953",24,0,59,0,0,3,0,0,0,27,0,0,5,0,0,0,0,0,1,13
"spot 954",29,0,0,0,0,0,12,14,14,17,0,3,0,5,4,8,5,0,0,11
"spot 955",0,0,47,32,0,0,0,0,21,0,5,0,7,8,5,10,12,0,1,0
"spot 956",0,12,0,30,0,13,0,0,20,0,0,2,10,0,0,0,0,0,0,15
"spot 957",0,0,0,0,18,0,0,0,0,19,0,4,5,6,0,3,0,7,0,0
"spot 958",0,10,41,22,34,4,25,13,19,0,0,0,1,8,2,0,0,0,0,10
"spot 959",68,23,0,22,0,11,31,30,19,0,4,0,0,11,3,0,16,0,0,20
"spot 960",0,16,28,12,26,7,0,35,0,0,2,0,0,1,1,0,11,17,2,0
"spot 961",11,4,0,7,17,0,8,5,0,0,0,0,21,15,0,0,0,0,3,10
"spot 962",0,9,21,0,0,4,9,9,11,0,3,10,17,11,7,16,0,0,0,0
"spot 963",12,0,0,7,0,2,4,4,0,5,0,5,2,4,2,0,17,9,2,13
"spot 964",0,4,9,4,11,0,0,0,7,0,0,0,0,8,2,6,0,8,0,0
"spot 965",5,0,5,0,10,1,4,0,4,0,0,0,0,0,2,0,0,9,0,6
"spot 966",0,10,16,0,10,0,0,10,6,0,3,0,6,0,2,11,0,0,0,0
"spot 967",0,6,0,0,0,0,0,3,0,2,0,6,0,12,0,3,0,0,0,0
"spot 968",11,0,26,7,7,1,0,8,8,12,0,6,0,0,3,10,4,0,0,8
"spot 969",0,0,19,0,10,5,0,0,7,0,0,4,0,8,0,8,24,4,0,13
"spot 970",0,0,23,0,13,0,7,18,2,11,0,3,0,12,0,0,0,0,2,0
"spot 971",11,1,0,3,7,0,5,0,0,0,4,2,4,0,2,0,0,0,4,10
"spot 972",0,8,0,0,0,1,9,0,8,8,5,0,0,0,1,0,10,0,0,0
"spot 973",0,0,0,0,12,2,8,0,0,8,4,0,3,0,0,0,10,9,0,0
"spot 974",19,9,0,0,11,1,0,0,0,11,0,4,6,0,5,11,12,0,0,0
"spot 975",26,0,0,0,0,0,0,0,0,7,6,7,5,7,4,0,14,0,5,0
"spot 976",29,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,43,10,0,0
"spot 977",0,3,23,0,0,0,11,10,0,0,3,6,0,5,0,0,5,0,0,7
"spot 978",0,0,51,15,23,0,9,0,0,0,0,0,0,0,0,0,13,0,3,11
"spot 979",15,7,23,8,11,0,0,7,0,8,4,2,3,0,0,0,0,0,0,1
"spot 980",0,6,0,0,0,6,0,0,0,8,0,4,0,5,0,0,0,0,1,0
"spot 981",22,7,0,0,0,3,0,18,0,0,0,6,0,9,3,0,0,6,0,0
"spot 982",25,0,0,18,20,0,0,0,0,0,0,3,5,3,5,1,0,7,0,4
"spot 983",0,0,21,6,0,0,3,0,0,10,0,4,0,4,1,3,0,0,0,8
"spot 984",47,15,0,0,0,0,22,0,0,0,0,0,0,8,1,0,0,0,4,0
"spot 985",0,0,0,13,20,0,0,30,0,0,3,0,0,7,0,0,0,9,0,11
"spot 986",36,20,40,0,0,0,14,0,0,18,0,0,0,0,3,11,7,6,0,7
"spot 987",0,9,29,18,20,0,0,16,11,0,4,7,4,5,0,7,10,7,1,0
"spot 988",61,0,0,24,44,9,42,26,0,67,0,6,0,0,13,0,11,0,0,13
"spot 989",14,5,0,16,11,0,0,0,18,0,5,3,0,0,0,0,0,3,0,3
"spot 990",0,13,46,11,15,0,0,33,13,17,0,0,5,0,0,0,3,9,0,0
"spot 991",31,0,0,12,14,9,0,19,0,12,4,2,0,1,2,0,0,3,1,0
"spot 992",0,17,77,0,0,5,0,23,0,0,0,0,10,0,5,0,0,0,4,0
"spot 993",5,4,9,4,5,0,1,0,0,7,0,4,0,4,0,7,11,6,1,0
"spot 994",0,0,12,3,0,3,0,9,0,9,7,11,0,9,3,3,0,0,0,0
"spot 995",0,0,21,9,0,1,0,8,0,10,0,0,1,0,0,0,0,0,0,0
"spot 996",0,7,21,8,16,1,7,0,7,13,4,0,0,0,0,12,0,21,0,0
"spot 997",0,5,0,11,0,4,0,0,9,0,5,0,12,5,0,0,0,9,0,14
"spot 998",0,9,27,8,0,0,8,9,0,0,2,2,0,0,0,9,29,0,2,15
"spot 999",14,4,0,0,5,0,0,0,13,8,5,0,7,0,6,0,13,21,1,9
"spot 1000",15,4,21,11,0,5,0,12,0,0,5,0,0,8,3,11,0,11,3,0
"spot 1001",9,0,0,9,9,0,3,0,6,0,6,7,0,0,0,10,10,6,3,13
"spot 1002",21,3,14,0,10,0,11,4,0,0,0,0,0,8,0,12,0,0,0,14
"spot 1003",0,3,13,0,14,0,4,0,0,0,0,0,8,8,0,8,0,0,8,0
"spot 1004",0,0,23,0,0,2,10,9,0,8,0,7,0,5,0,13,0,23,0,0
"spot 1005",0,4,29,14,0,6,16,19,0,0,10,5,2,0,8,0,13,0,4,0
"spot 1006",20,9,0,12,0,0,0,9,0,0,0,0,5,0,0,7,13,0,0,10
"spot 1007",28,5,34,0,15,2,10,17,7,16,0,5,0,7,3,8,0,6,0,7
"spot 1008",16,9,21,0,0,3,0,7,9,8,0,0,0,6,3,6,10,0,0,0
"spot 1009",12,24,37,0,24,0,19,16,0,11,6,0,0,10,3,6,13,0,3,9
"spot 1010",0,0,0,19,20,0,7,0,0,0,4,0,0,12,6,10,11,0,0,0
"spot 1011",0,6,14,0,4,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0
"spot 1012",18,0,20,11,0,3,0,9,0,4,0,0,4,4,2,5,0,12,0,7
"spot 1013",0,8,0,10,16,0,0,0,7,0,0,0,6,19,4,0,11,0,1,0
"spot 1014",0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,13,0,4
"spot 1015",0,19,0,7,0,6,9,0,17,0,3,3,0,6,2,15,0,13,2,0
"spot 1016",0,11,45,20,9,0,0,24,10,24,0,0,8,5,4,4,18,11,5,0
"spot 1017",20,10,0,12,18,8,17,0,11,0,4,0,0,0,3,9,0,0,0,0
"spot 1018",41,14,44,16,0,0,14,0,21,30,0,11,2,0,2,0,14,0,3,0
"spot 1019",0,9,0,9,12,8,0,8,10,12,0,1,3,0,0,4,0,0,0,0
"spot 1020",19,0,46,35,28,8,0,0,28,23,0,0,4,0,2,2,8,5,0,2
"spot 1021",27,16,50,15,0,7,0,0,0,15,0,6,8,0,0,5,0,0,4,0
"spot 1022",0,0,80,31,29,8,0,0,0,25,5,6,6,7,4,8,12,0,0,4
"spot 1023",0,0,38,0,0,0,14,17,14,25,0,6,0,0,0,0,0,0,1,0
"spot 1024",0,24,0,9,0,9,0,0,12,18,0,4,3,0,0,8,4,0,2,0
